LoanID,ApplicationID,CustomerID,Product,LoanAmount,InterestRate,LoanTermDays,DisbursementDate,OutstandingBalance,LoanStatus
L0004870,APP0007046,C004193,ACS,6.55,9.1,7,2025-02-24,0.0,Closed
L0004871,APP0007047,C003158,BNPL,345.87,2.19,178,2025-01-25,0.0,Active
L0004872,APP0007049,C002577,Nano,137.13,14.7,30,2025-04-28,91.97,Defaulted
L0004873,APP0007050,C000510,Nano,233.99,17.65,30,2025-09-22,119.89,Active
L0004874,APP0007051,C003697,ACS,25.37,6.73,7,2025-04-02,17.63,Defaulted
L0004875,APP0007052,C000653,Nano,38.18,14.33,30,2025-02-19,0.0,Closed
L0004876,APP0007056,C002729,ACS,13.28,9.0,7,2025-02-26,0.0,Closed
L0004877,APP0007057,C002378,ACS,19.7,6.47,7,2025-05-08,2.24,Active
L0004878,APP0007058,C002962,ACS,9.89,9.34,7,2025-05-31,1.01,Active
L0004879,APP0007059,C002203,BNPL,968.46,2.4,121,2025-04-29,0.0,Closed
L0004880,APP0007061,C002850,BNPL,402.57,4.66,143,2025-06-21,298.2,Defaulted
L0004881,APP0007063,C000319,Nano,235.15,15.96,30,2025-08-05,99.31,Active
L0004882,APP0007065,C003520,ACS,18.61,7.34,7,2025-04-25,15.05,Defaulted
L0004883,APP0007066,C000406,Nano,75.85,12.36,30,2025-03-29,41.57,Active
L0004884,APP0007067,C001882,ACS,19.07,8.44,7,2025-02-08,3.88,Defaulted
L0004885,APP0007068,C004649,ACS,28.49,9.81,7,2025-02-19,0.0,Active
L0004886,APP0007069,C003907,ACS,14.11,8.19,7,2025-09-18,11.5,Active
L0004887,APP0007070,C004017,ACS,23.08,6.29,7,2025-03-02,0.0,Closed
L0004888,APP0007073,C001938,BNPL,734.19,3.23,146,2025-05-09,19.3,Closed
L0004889,APP0007075,C003334,BNPL,951.24,2.76,171,2025-08-20,372.38,Active
L0004890,APP0007076,C000661,Nano,296.41,17.37,30,2025-05-07,29.47,Active
L0004891,APP0007078,C004681,Nano,217.15,17.69,30,2025-05-09,87.96,Active
L0004892,APP0007079,C000183,ACS,17.47,8.95,7,2025-07-18,6.0,Active
L0004893,APP0007080,C002948,Nano,22.37,14.33,30,2025-06-06,6.62,Active
L0004894,APP0007083,C004432,ACS,20.57,7.74,7,2025-07-12,6.1,Active
L0004895,APP0007084,C003403,ACS,29.11,6.88,7,2025-07-20,21.57,Active
L0004896,APP0007085,C001762,ACS,28.48,8.27,7,2025-05-15,2.86,Active
L0004897,APP0007087,C004182,Nano,222.56,16.66,30,2025-03-16,54.85,Active
L0004898,APP0007088,C001440,Nano,215.28,13.42,30,2025-03-28,0.0,Closed
L0004899,APP0007089,C003028,Nano,299.89,14.59,30,2025-03-25,0.0,Closed
L0004900,APP0007091,C003950,Nano,46.14,12.48,30,2025-02-06,0.0,Active
L0004901,APP0007092,C001731,Nano,43.74,16.0,30,2025-03-23,0.0,Closed
L0004902,APP0007094,C000427,Nano,244.69,13.6,30,2025-01-26,20.01,Active
L0004903,APP0007095,C003078,ACS,18.73,6.97,7,2025-07-29,16.16,Defaulted
L0004904,APP0007099,C003432,ACS,7.45,8.75,7,2025-03-24,0.0,Closed
L0004905,APP0007100,C004283,Nano,47.03,12.26,30,2025-03-23,0.0,Closed
L0004906,APP0007102,C000298,Nano,118.09,16.73,30,2025-02-16,0.0,Closed
L0004907,APP0007103,C001481,ACS,6.58,8.69,7,2025-01-22,0.0,Active
L0004908,APP0007104,C004225,ACS,12.08,9.54,7,2025-01-16,0.0,Active
L0004909,APP0007105,C004873,Nano,57.23,14.4,30,2025-06-22,7.98,Active
L0004910,APP0007106,C003266,Nano,245.72,17.45,30,2025-01-18,0.0,Closed
L0004911,APP0007107,C000023,ACS,28.59,6.41,7,2025-04-28,0.0,Closed
L0004912,APP0007109,C004734,ACS,7.91,8.67,7,2025-03-03,0.0,Closed
L0004913,APP0007110,C004032,ACS,23.26,7.28,7,2025-08-22,9.1,Active
L0004914,APP0007113,C004511,Nano,50.36,13.28,30,2025-03-07,0.0,Closed
L0004915,APP0007114,C003171,ACS,26.67,8.7,7,2025-06-29,14.54,Active
L0004916,APP0007116,C004499,ACS,27.82,8.85,7,2025-03-22,9.07,Defaulted
L0004917,APP0007117,C000017,Nano,22.04,16.05,30,2025-02-25,0.0,Closed
L0004918,APP0007118,C000626,ACS,16.88,7.25,7,2025-02-09,0.0,Closed
L0004919,APP0007119,C004208,BNPL,937.83,2.77,163,2025-01-07,0.0,Closed
L0004920,APP0007122,C004914,ACS,11.94,7.43,7,2025-02-12,3.66,Defaulted
L0004921,APP0007123,C001304,ACS,8.12,6.93,7,2025-05-16,0.31,Active
L0004922,APP0007124,C004408,Nano,261.07,17.48,30,2025-03-12,72.79,Defaulted
L0004923,APP0007125,C002734,BNPL,249.95,4.94,145,2025-07-12,68.05,Active
L0004924,APP0007126,C002570,Nano,172.97,17.14,30,2025-06-28,25.32,Active
L0004925,APP0007127,C004614,Nano,173.08,16.57,30,2025-02-25,0.0,Closed
L0004926,APP0007128,C003904,ACS,5.35,7.19,7,2025-02-01,1.14,Active
L0004927,APP0007129,C004446,Nano,264.28,13.88,30,2025-06-30,157.19,Active
L0004928,APP0007130,C004410,BNPL,177.83,3.87,156,2025-05-28,70.84,Active
L0004929,APP0007131,C003633,ACS,13.8,9.57,7,2025-03-04,0.0,Closed
L0004930,APP0007134,C000490,Nano,150.86,16.53,30,2025-02-22,0.0,Closed
L0004931,APP0007136,C002404,BNPL,953.67,4.99,90,2025-04-07,253.06,Active
L0004932,APP0007137,C000687,Nano,23.68,15.58,30,2025-03-08,0.0,Closed
L0004933,APP0007142,C004796,Nano,142.0,16.74,30,2025-03-03,72.79,Active
L0004934,APP0007143,C001622,Nano,89.39,12.5,30,2025-04-14,24.11,Active
L0004935,APP0007144,C003579,ACS,27.82,6.02,7,2025-05-09,0.7,Closed
L0004936,APP0007145,C003047,Nano,42.09,12.21,30,2025-02-27,0.0,Closed
L0004937,APP0007146,C003930,Nano,152.8,15.94,30,2025-08-25,97.47,Active
L0004938,APP0007147,C003647,ACS,26.51,9.78,7,2025-07-15,7.08,Active
L0004939,APP0007148,C002984,ACS,15.16,8.87,7,2025-02-03,12.92,Defaulted
L0004940,APP0007149,C004857,Nano,96.67,12.77,30,2025-07-16,58.35,Active
L0004941,APP0007151,C001400,Nano,283.5,13.49,30,2025-02-25,0.0,Closed
L0004942,APP0007152,C002924,ACS,20.38,9.74,7,2025-08-10,17.24,Defaulted
L0004943,APP0007153,C003575,BNPL,234.3,4.58,160,2025-02-26,0.0,Active
L0004944,APP0007154,C003402,BNPL,786.87,4.21,126,2025-03-12,131.49,Active
L0004945,APP0007155,C004783,Nano,25.07,14.32,30,2025-01-21,17.98,Defaulted
L0004946,APP0007156,C002987,Nano,72.92,12.7,30,2025-06-03,20.04,Active
L0004947,APP0007157,C003809,ACS,20.27,8.15,7,2025-05-04,3.13,Active
L0004948,APP0007159,C000192,BNPL,130.83,4.08,159,2025-04-12,34.66,Active
L0004949,APP0007160,C004068,Nano,194.79,16.83,30,2025-04-28,0.0,Closed
L0004950,APP0007162,C001488,ACS,8.08,8.46,7,2025-05-21,0.14,Closed
L0004951,APP0007163,C003753,ACS,29.97,9.23,7,2025-04-15,0.0,Closed
L0004952,APP0007165,C000150,BNPL,834.51,4.85,159,2025-08-01,493.81,Active
L0004953,APP0007168,C004889,ACS,8.19,6.49,7,2025-09-10,4.25,Active
L0004954,APP0007169,C001642,Nano,197.98,14.97,30,2025-05-16,57.91,Active
L0004955,APP0007170,C001563,ACS,28.9,7.12,7,2025-03-01,14.93,Defaulted
L0004956,APP0007171,C004218,BNPL,370.99,4.25,144,2025-08-26,144.84,Active
L0004957,APP0007172,C000210,BNPL,502.63,2.85,141,2025-03-28,262.46,Defaulted
L0004958,APP0007173,C003387,ACS,16.84,8.13,7,2025-04-23,14.28,Defaulted
L0004959,APP0007174,C004863,BNPL,200.21,3.53,132,2025-07-28,53.6,Active
L0004960,APP0007175,C000150,ACS,5.5,6.41,7,2025-09-14,2.81,Active
L0004961,APP0007176,C004788,BNPL,916.44,2.75,170,2025-01-21,0.0,Closed
L0004962,APP0007177,C003086,BNPL,740.64,4.27,123,2025-03-27,269.6,Active
L0004963,APP0007178,C000992,Nano,296.43,12.45,30,2025-03-22,0.0,Closed
L0004964,APP0007179,C004265,ACS,27.85,7.87,7,2025-04-12,21.87,Defaulted
L0004965,APP0007180,C004146,ACS,27.89,8.04,7,2025-04-22,0.0,Closed
L0004966,APP0007182,C004599,ACS,18.47,6.36,7,2025-09-30,9.58,Active
L0004967,APP0007183,C003055,ACS,15.01,7.91,7,2025-03-04,0.66,Active
L0004968,APP0007184,C000065,Nano,198.03,17.09,30,2025-01-15,0.0,Closed
L0004969,APP0007185,C003736,ACS,25.25,6.62,7,2025-02-10,0.0,Closed
L0004970,APP0007189,C003671,Nano,236.32,17.63,30,2025-04-21,0.0,Closed
L0004971,APP0007190,C004136,Nano,242.82,14.16,30,2025-05-03,29.38,Active
L0004972,APP0007191,C000375,ACS,11.52,9.31,7,2025-04-06,0.0,Closed
L0004973,APP0007192,C000105,ACS,8.57,6.73,7,2025-09-30,4.34,Active
L0004974,APP0007195,C001506,ACS,25.02,9.77,7,2025-06-04,12.98,Active
L0004975,APP0007197,C004788,ACS,26.72,7.98,7,2025-08-07,10.42,Active
L0004976,APP0007200,C003786,BNPL,842.09,3.71,99,2025-02-25,0.0,Closed
L0004977,APP0007201,C000376,ACS,15.44,8.17,7,2025-02-09,0.0,Closed
L0004978,APP0007202,C000594,Nano,53.63,15.1,30,2025-06-01,26.55,Active
L0004979,APP0007203,C004029,ACS,17.04,6.93,7,2025-03-31,0.0,Closed
L0004980,APP0007205,C000996,Nano,241.55,17.12,30,2025-05-07,6.34,Closed
L0004981,APP0007206,C004604,BNPL,786.05,4.85,113,2025-05-05,16.89,Closed
L0004982,APP0007210,C003706,ACS,7.55,8.41,7,2025-02-09,0.0,Closed
L0004983,APP0007211,C003047,ACS,26.31,7.19,7,2025-05-21,0.52,Closed
L0004984,APP0007212,C004452,ACS,11.64,9.76,7,2025-02-28,0.0,Closed
L0004985,APP0007214,C000084,Nano,229.97,13.04,30,2025-01-13,0.0,Closed
L0004986,APP0007215,C001998,ACS,10.36,8.53,7,2025-04-10,0.0,Closed
L0004987,APP0007216,C002559,Nano,31.86,14.65,30,2025-08-13,18.66,Active
L0004988,APP0007217,C002871,ACS,13.4,7.79,7,2025-10-26,8.79,Active
L0004989,APP0007219,C003432,Nano,121.15,16.52,30,2025-05-01,56.07,Active
L0004990,APP0007221,C003650,ACS,5.68,9.81,7,2025-01-31,0.0,Closed
L0004991,APP0007222,C001836,ACS,19.35,9.99,7,2025-04-03,0.0,Closed
L0004992,APP0007223,C004083,Nano,152.38,16.62,30,2025-05-24,3.14,Closed
L0004993,APP0007225,C004064,BNPL,220.95,4.52,110,2025-01-30,0.0,Closed
L0004994,APP0007226,C003500,ACS,17.56,6.4,7,2025-04-10,0.0,Closed
L0004995,APP0007227,C001107,ACS,18.18,6.52,7,2025-03-27,0.65,Active
L0004996,APP0007228,C000301,Nano,162.03,14.96,30,2025-07-07,142.08,Defaulted
L0004997,APP0007229,C004432,ACS,6.8,7.79,7,2025-06-05,1.0,Active
L0004998,APP0007231,C000253,Nano,31.0,16.35,30,2025-06-14,6.57,Active
L0004999,APP0007232,C001249,BNPL,288.11,2.06,94,2025-01-28,175.65,Defaulted
L0005000,APP0007234,C002608,Nano,231.71,14.0,30,2025-01-24,0.0,Active
L0005001,APP0007236,C000963,ACS,13.33,9.1,7,2025-04-06,0.0,Closed
L0005002,APP0007238,C003672,BNPL,641.25,3.99,129,2025-03-01,6.01,Closed
L0005003,APP0007239,C003201,Nano,207.75,14.71,30,2025-08-07,81.11,Active
L0005004,APP0007241,C001968,BNPL,318.66,2.14,93,2025-02-19,0.0,Closed
L0005005,APP0007242,C002705,ACS,18.02,6.03,7,2025-03-25,0.0,Closed
L0005006,APP0007243,C001588,Nano,199.78,13.46,30,2025-02-24,131.27,Defaulted
L0005007,APP0007246,C002011,Nano,255.01,16.45,30,2025-03-03,0.0,Closed
L0005008,APP0007247,C003717,ACS,27.39,9.51,7,2025-04-26,14.62,Defaulted
L0005009,APP0007249,C001821,ACS,24.65,6.36,7,2025-07-15,6.53,Active
L0005010,APP0007250,C004194,Nano,299.64,14.46,30,2025-05-03,7.19,Closed
L0005011,APP0007251,C000108,BNPL,278.13,3.29,146,2025-07-15,106.03,Active
L0005012,APP0007252,C000190,Nano,75.9,14.61,30,2025-03-11,50.18,Defaulted
L0005013,APP0007253,C004332,BNPL,671.22,2.91,164,2025-03-16,0.0,Closed
L0005014,APP0007254,C001406,Nano,296.62,16.51,30,2025-05-01,156.53,Active
L0005015,APP0007255,C003904,ACS,19.43,8.28,7,2025-06-04,4.43,Active
L0005016,APP0007256,C003453,ACS,28.44,6.48,7,2025-01-29,0.0,Closed
L0005017,APP0007257,C001000,Nano,287.19,14.32,30,2025-01-12,100.32,Defaulted
L0005018,APP0007258,C000945,ACS,26.16,8.49,7,2025-03-29,0.0,Closed
L0005019,APP0007259,C004919,Nano,177.99,14.65,30,2025-08-09,75.06,Active
L0005020,APP0007261,C001287,ACS,21.82,8.48,7,2025-04-03,0.0,Closed
L0005021,APP0007262,C002411,ACS,17.33,9.85,7,2025-08-18,8.87,Active
L0005022,APP0007264,C001230,Nano,37.98,12.77,30,2025-08-05,15.02,Active
L0005023,APP0007265,C003308,ACS,5.32,7.7,7,2025-08-25,2.1,Active
L0005024,APP0007266,C001857,ACS,18.87,9.94,7,2025-07-05,5.02,Active
L0005025,APP0007267,C004411,ACS,14.81,7.17,7,2025-04-30,0.0,Closed
L0005026,APP0007268,C001419,Nano,48.6,16.5,30,2025-06-26,7.09,Active
L0005027,APP0007272,C000550,ACS,28.75,8.49,7,2025-03-26,0.0,Closed
L0005028,APP0007274,C004269,Nano,161.65,13.89,30,2025-05-28,9.75,Active
L0005029,APP0007275,C003809,ACS,27.02,6.77,7,2025-07-10,7.26,Active
L0005030,APP0007276,C000745,Nano,278.03,14.58,30,2025-09-07,142.73,Active
L0005031,APP0007277,C003242,BNPL,624.83,2.61,167,2025-07-29,168.63,Active
L0005032,APP0007279,C002033,Nano,68.8,13.29,30,2025-05-31,19.18,Active
L0005033,APP0007280,C003134,ACS,5.6,8.58,7,2025-04-26,0.0,Closed
L0005034,APP0007282,C001772,ACS,13.46,8.54,7,2025-02-04,0.0,Closed
L0005035,APP0007283,C004155,ACS,27.68,9.31,7,2025-02-15,19.3,Defaulted
L0005036,APP0007284,C002551,ACS,17.75,6.63,7,2025-05-16,1.99,Active
L0005037,APP0007285,C004067,BNPL,342.3,3.03,103,2025-01-09,0.0,Closed
L0005038,APP0007286,C002846,ACS,7.13,8.57,7,2025-05-12,2.27,Active
L0005039,APP0007287,C001784,BNPL,510.66,2.74,131,2025-04-16,18.12,Active
L0005040,APP0007288,C001296,BNPL,987.84,4.2,133,2025-03-24,0.0,Closed
L0005041,APP0007289,C000066,ACS,23.16,9.23,7,2025-03-07,0.0,Closed
L0005042,APP0007291,C002782,Nano,42.71,13.72,30,2025-04-22,0.0,Closed
L0005043,APP0007292,C004697,BNPL,528.12,4.91,174,2025-02-24,0.0,Active
L0005044,APP0007293,C001300,ACS,9.33,9.42,7,2025-02-16,0.0,Closed
L0005045,APP0007295,C004473,Nano,65.93,12.17,30,2025-02-21,0.0,Closed
L0005046,APP0007299,C004852,Nano,272.08,12.14,30,2025-03-21,0.0,Closed
L0005047,APP0007301,C002768,Nano,165.85,15.5,30,2025-02-13,0.0,Closed
L0005048,APP0007302,C000483,Nano,138.67,16.95,30,2025-02-15,7.23,Active
L0005049,APP0007304,C000304,ACS,18.03,8.19,7,2025-04-14,0.9,Active
L0005050,APP0007306,C002025,BNPL,444.39,4.16,176,2025-02-05,373.7,Defaulted
L0005051,APP0007307,C003884,Nano,99.17,17.25,30,2025-05-28,4.94,Active
L0005052,APP0007310,C000033,Nano,159.99,16.02,30,2025-08-01,82.66,Active
L0005053,APP0007315,C003753,Nano,21.46,17.91,30,2025-03-08,2.73,Active
L0005054,APP0007316,C004602,ACS,6.19,9.19,7,2025-06-04,2.53,Active
L0005055,APP0007317,C000066,ACS,25.72,6.51,7,2025-02-11,12.08,Defaulted
L0005056,APP0007320,C003820,Nano,249.17,13.6,30,2025-07-28,73.33,Active
L0005057,APP0007321,C002951,ACS,29.28,7.58,7,2025-09-04,15.66,Active
L0005058,APP0007324,C003005,ACS,10.88,6.97,7,2025-02-13,0.0,Closed
L0005059,APP0007328,C000891,Nano,208.74,15.47,30,2025-01-28,0.0,Closed
L0005060,APP0007329,C001379,Nano,239.28,15.16,30,2025-06-17,40.0,Active
L0005061,APP0007330,C004086,Nano,264.13,14.37,30,2025-01-25,0.0,Closed
L0005062,APP0007332,C002827,BNPL,196.35,4.11,174,2025-03-06,0.0,Closed
L0005063,APP0007333,C000837,Nano,175.83,13.5,30,2025-08-21,82.03,Active
L0005064,APP0007334,C003910,Nano,207.3,14.66,30,2025-09-27,107.22,Active
L0005065,APP0007335,C002229,Nano,227.82,14.74,30,2025-06-26,135.12,Defaulted
L0005066,APP0007337,C004761,Nano,214.81,12.25,30,2025-02-06,0.0,Closed
L0005067,APP0007338,C003155,ACS,19.0,8.04,7,2025-08-17,10.18,Active
L0005068,APP0007339,C002204,Nano,87.51,12.36,30,2025-01-18,30.06,Defaulted
L0005069,APP0007341,C003007,ACS,29.32,7.98,7,2025-02-10,0.0,Closed
L0005070,APP0007344,C001824,Nano,57.7,12.53,30,2025-06-28,14.96,Active
L0005071,APP0007345,C001434,ACS,23.87,6.4,7,2025-07-22,6.91,Active
L0005072,APP0007348,C001003,Nano,199.73,16.28,30,2025-05-08,70.8,Active
L0005073,APP0007350,C004653,Nano,78.31,13.39,30,2025-05-06,26.35,Active
L0005074,APP0007351,C004445,BNPL,926.36,2.96,153,2025-02-28,380.86,Active
L0005075,APP0007352,C004147,ACS,23.71,6.57,7,2025-03-31,5.38,Active
L0005076,APP0007353,C003675,Nano,79.86,14.66,30,2025-05-01,5.69,Active
L0005077,APP0007354,C004309,ACS,29.86,8.14,7,2025-06-02,4.46,Active
L0005078,APP0007356,C004570,ACS,11.35,8.22,7,2025-07-25,3.0,Active
L0005079,APP0007357,C004594,ACS,7.5,8.62,7,2025-08-05,5.24,Active
L0005080,APP0007358,C002181,ACS,21.32,8.53,7,2025-08-03,12.27,Active
L0005081,APP0007360,C004460,Nano,144.07,16.98,30,2025-02-01,0.0,Closed
L0005082,APP0007362,C002221,Nano,167.81,17.36,30,2025-05-27,39.75,Active
L0005083,APP0007363,C004544,ACS,7.02,9.03,7,2025-07-05,2.2,Active
L0005084,APP0007365,C004108,BNPL,921.31,2.54,90,2025-02-03,629.68,Defaulted
L0005085,APP0007366,C000248,Nano,254.17,17.13,30,2025-06-08,36.54,Active
L0005086,APP0007367,C000513,BNPL,684.22,3.45,147,2025-04-27,357.28,Defaulted
L0005087,APP0007369,C000400,BNPL,978.21,2.53,134,2025-08-08,384.08,Active
L0005088,APP0007370,C000941,Nano,218.88,15.9,30,2025-07-17,59.58,Active
L0005089,APP0007371,C001810,Nano,51.57,16.23,30,2025-03-15,30.55,Active
L0005090,APP0007373,C002105,Nano,241.5,12.59,30,2025-02-22,117.45,Defaulted
L0005091,APP0007375,C002556,ACS,19.54,9.43,7,2025-12-03,17.19,Active
L0005092,APP0007377,C000688,BNPL,138.66,3.84,113,2025-01-30,0.0,Closed
L0005093,APP0007378,C004565,Nano,44.2,15.57,30,2025-03-16,0.0,Closed
L0005094,APP0007380,C004053,BNPL,649.02,4.91,103,2025-01-19,0.0,Closed
L0005095,APP0007381,C003949,ACS,18.94,7.31,7,2025-04-20,0.0,Closed
L0005096,APP0007382,C004306,Nano,21.92,13.88,30,2025-04-27,0.0,Closed
L0005097,APP0007384,C003924,ACS,8.67,8.75,7,2025-04-23,0.1,Closed
L0005098,APP0007385,C003911,BNPL,420.4,3.8,108,2025-03-10,0.0,Closed
L0005099,APP0007387,C003542,Nano,146.15,15.37,30,2025-01-12,0.0,Closed
L0005100,APP0007388,C000600,ACS,25.2,9.58,7,2025-05-16,0.67,Closed
L0005101,APP0007391,C002369,Nano,159.61,13.17,30,2025-05-23,4.38,Closed
L0005102,APP0007392,C001715,ACS,23.68,7.92,7,2025-01-18,0.0,Closed
L0005103,APP0007393,C004008,Nano,265.91,16.24,30,2025-05-11,7.9,Closed
L0005104,APP0007396,C002235,ACS,19.82,7.11,7,2025-03-01,0.0,Closed
L0005105,APP0007397,C003217,Nano,254.22,13.99,30,2025-02-07,0.0,Active
L0005106,APP0007398,C002405,Nano,121.03,15.63,30,2025-10-17,82.42,Active
L0005107,APP0007399,C004855,Nano,104.96,14.14,30,2025-02-24,0.0,Closed
L0005108,APP0007400,C004930,Nano,230.6,14.92,30,2025-06-11,60.11,Active
L0005109,APP0007402,C001324,Nano,177.17,14.62,30,2025-06-24,37.76,Active
L0005110,APP0007404,C004559,ACS,21.59,9.54,7,2025-03-28,0.0,Closed
L0005111,APP0007407,C000266,Nano,24.31,15.24,30,2025-06-09,7.43,Active
L0005112,APP0007408,C003326,Nano,223.81,16.93,30,2025-02-28,0.0,Closed
L0005113,APP0007409,C001503,ACS,18.94,7.73,7,2025-07-11,10.48,Active
L0005114,APP0007410,C001528,ACS,14.06,7.46,7,2025-02-18,0.0,Active
L0005115,APP0007411,C000150,ACS,7.95,9.08,7,2025-06-16,1.17,Active
L0005116,APP0007412,C004802,Nano,73.99,12.34,30,2025-03-20,0.97,Active
L0005117,APP0007414,C003174,ACS,8.77,7.17,7,2025-05-11,1.07,Active
L0005118,APP0007415,C004627,Nano,173.49,13.04,30,2025-06-01,28.85,Active
L0005119,APP0007416,C000322,Nano,141.24,14.35,30,2025-08-07,54.39,Active
L0005120,APP0007417,C003081,ACS,22.06,9.24,7,2025-09-30,11.34,Active
L0005121,APP0007418,C004618,ACS,25.65,10.0,7,2025-01-16,0.0,Closed
L0005122,APP0007419,C002054,ACS,27.72,8.65,7,2025-04-22,0.0,Closed
L0005123,APP0007420,C001470,Nano,285.09,16.62,30,2025-06-20,52.28,Active
L0005124,APP0007421,C003522,BNPL,515.29,4.41,138,2025-07-19,258.96,Active
L0005125,APP0007422,C004637,ACS,22.51,8.33,7,2025-06-19,12.18,Active
L0005126,APP0007424,C000068,ACS,18.03,6.48,7,2025-03-17,0.0,Closed
L0005127,APP0007425,C003423,Nano,184.43,12.81,30,2025-05-04,15.4,Active
L0005128,APP0007427,C004946,Nano,259.95,14.4,30,2025-02-16,0.0,Closed
L0005129,APP0007428,C001392,ACS,10.66,7.79,7,2025-01-11,0.0,Closed
L0005130,APP0007430,C003440,ACS,10.4,8.05,7,2025-10-08,6.64,Active
L0005131,APP0007434,C003151,Nano,231.64,17.17,30,2025-05-26,7.53,Active
L0005132,APP0007435,C003772,ACS,10.09,8.4,7,2025-07-14,2.91,Active
L0005133,APP0007437,C001209,BNPL,248.96,3.38,141,2025-04-14,0.0,Closed
L0005134,APP0007438,C002169,Nano,174.79,17.23,30,2025-05-17,157.34,Defaulted
L0005135,APP0007439,C000652,BNPL,214.66,2.36,141,2025-02-18,112.12,Defaulted
L0005136,APP0007441,C000367,ACS,19.93,8.05,7,2025-04-05,0.0,Closed
L0005137,APP0007443,C000308,BNPL,442.52,3.43,145,2025-04-21,12.25,Active
L0005138,APP0007444,C002098,Nano,198.77,17.93,30,2025-02-14,75.72,Defaulted
L0005139,APP0007446,C002414,Nano,103.07,17.11,30,2025-04-10,0.0,Closed
L0005140,APP0007447,C004952,Nano,262.56,12.34,30,2025-07-18,70.95,Active
L0005141,APP0007448,C002771,Nano,211.79,14.02,30,2025-01-23,0.0,Active
L0005142,APP0007449,C000739,Nano,83.19,15.67,30,2025-05-23,11.87,Active
L0005143,APP0007450,C003155,BNPL,521.38,2.54,178,2025-09-08,267.64,Active
L0005144,APP0007451,C004896,ACS,25.1,7.49,7,2025-04-06,0.0,Closed
L0005145,APP0007454,C004509,ACS,11.62,6.5,7,2025-02-20,0.0,Closed
L0005146,APP0007455,C000862,BNPL,326.97,4.07,173,2025-05-22,43.15,Active
L0005147,APP0007456,C004140,ACS,24.78,9.61,7,2025-07-04,6.53,Active
L0005148,APP0007457,C002141,Nano,143.82,16.33,30,2025-02-20,0.0,Active
L0005149,APP0007458,C003934,ACS,22.05,8.59,7,2025-03-27,0.0,Closed
L0005150,APP0007459,C003563,ACS,29.68,6.62,7,2025-03-15,0.0,Active
L0005151,APP0007460,C004030,ACS,29.8,9.52,7,2025-06-06,4.72,Active
L0005152,APP0007462,C002628,ACS,19.09,6.11,7,2025-06-15,2.63,Active
L0005153,APP0007464,C004766,Nano,185.8,17.47,30,2025-07-17,57.02,Active
L0005154,APP0007467,C001407,ACS,6.74,7.37,7,2025-07-10,2.24,Active
L0005155,APP0007468,C002100,ACS,15.64,7.2,7,2025-08-08,6.38,Active
L0005156,APP0007469,C001247,ACS,17.55,8.34,7,2025-03-30,13.19,Defaulted
L0005157,APP0007470,C004082,Nano,27.94,17.53,30,2025-03-22,7.02,Defaulted
L0005158,APP0007472,C004346,ACS,8.59,9.51,7,2025-01-04,0.0,Closed
L0005159,APP0007473,C000156,Nano,293.09,14.12,30,2025-05-26,9.16,Active
L0005160,APP0007474,C002245,ACS,20.41,9.72,7,2025-08-02,7.88,Active
L0005161,APP0007477,C003655,BNPL,153.0,3.11,100,2025-05-21,2.58,Closed
L0005162,APP0007478,C003167,ACS,13.49,7.99,7,2025-05-31,3.59,Active
L0005163,APP0007480,C001941,Nano,45.5,17.69,30,2025-01-08,0.0,Closed
L0005164,APP0007481,C004782,Nano,105.95,15.8,30,2025-07-10,35.99,Active
L0005165,APP0007482,C004528,Nano,285.21,13.96,30,2025-03-04,176.55,Active
L0005166,APP0007483,C004543,Nano,281.44,13.33,30,2025-02-02,143.66,Defaulted
L0005167,APP0007484,C002516,ACS,19.33,7.73,7,2025-08-11,16.15,Active
L0005168,APP0007485,C000467,ACS,17.1,6.66,7,2025-04-08,0.03,Closed
L0005169,APP0007487,C002082,ACS,29.68,9.77,7,2025-02-16,0.0,Closed
L0005170,APP0007488,C004063,Nano,81.83,14.09,30,2025-01-19,0.0,Active
L0005171,APP0007489,C000277,ACS,13.26,6.94,7,2025-01-23,0.0,Active
L0005172,APP0007491,C001745,Nano,226.13,12.31,30,2025-03-10,0.0,Closed
L0005173,APP0007492,C004356,Nano,22.57,16.22,30,2025-03-25,3.01,Active
L0005174,APP0007493,C000154,ACS,10.85,6.09,7,2025-02-06,0.0,Closed
L0005175,APP0007495,C002477,BNPL,182.41,4.19,177,2025-08-03,114.12,Active
L0005176,APP0007496,C004070,ACS,23.77,9.84,7,2025-02-07,0.0,Closed
L0005177,APP0007497,C000777,Nano,196.71,14.42,30,2025-02-18,0.0,Active
L0005178,APP0007498,C003778,ACS,21.77,6.63,7,2025-07-23,5.72,Active
L0005179,APP0007499,C002447,ACS,11.17,8.53,7,2025-03-05,2.69,Active
L0005180,APP0007500,C003686,ACS,29.89,7.37,7,2025-04-25,21.48,Defaulted
L0005181,APP0007501,C003590,ACS,28.71,7.19,7,2025-02-13,0.0,Closed
L0005182,APP0007502,C004605,Nano,140.69,13.34,30,2025-03-09,0.0,Closed
L0005183,APP0007503,C000291,ACS,9.05,6.88,7,2025-07-31,6.42,Active
L0005184,APP0007504,C003003,ACS,11.1,8.77,7,2025-11-02,8.39,Active
L0005185,APP0007506,C001694,Nano,225.17,14.43,30,2025-03-09,0.0,Active
L0005186,APP0007507,C003704,BNPL,168.48,4.44,163,2025-05-09,100.16,Defaulted
