ApplicationID,CustomerID,ApplicationDate,Product,RequestedAmount,BehavioralScoreAtDecision,Decision,DeclineReason
APP0008058,C000367,2025-08-31,BNPL,902.86,788,Approved,
APP0008059,C000141,2025-07-03,BNPL,315.35,387,Declined,Duplicate Application
APP0008060,C004338,2025-04-28,Nano,112.19,814,Approved,
APP0008061,C004381,2025-09-29,Nano,25.23,548,Approved,
APP0008062,C001683,2025-02-07,ACS,16.98,735,Approved,
APP0008063,C003921,2025-08-06,ACS,14.42,794,Approved,
APP0008064,C001297,2025-03-12,ACS,28.7,710,Approved,
APP0008065,C001526,2025-02-17,ACS,24.58,761,Approved,
APP0008066,C003438,2025-04-28,ACS,28.39,684,Approved,
APP0008067,C004637,2025-10-21,Nano,236.2,765,Approved,
APP0008068,C003068,2025-03-31,BNPL,401.11,759,Approved,
APP0008069,C004798,2025-08-24,Nano,182.39,461,Approved,
APP0008070,C004965,2025-04-30,Nano,211.3,586,Approved,
APP0008071,C000148,2025-03-12,Nano,227.87,437,Declined,High Existing Exposure
APP0008072,C002052,2025-08-10,ACS,22.42,476,Declined,Duplicate Application
APP0008073,C002358,2025-05-05,BNPL,231.18,503,Approved,
APP0008074,C000917,2025-03-03,ACS,14.7,678,Approved,
APP0008075,C001067,2025-03-06,Nano,29.92,717,Approved,
APP0008076,C004864,2025-04-22,ACS,12.61,543,Declined,Low Behavioural Score
APP0008077,C000896,2025-02-10,Nano,235.79,886,Approved,
APP0008078,C002411,2025-03-17,Nano,122.61,654,Approved,
APP0008079,C002408,2025-01-29,ACS,6.2,492,Approved,
APP0008080,C003308,2025-02-19,Nano,297.14,498,Declined,Low Behavioural Score
APP0008081,C002739,2025-04-14,Nano,72.21,621,Declined,Duplicate Application
APP0008082,C000212,2025-09-30,Nano,111.07,591,Approved,
APP0008083,C002255,2025-01-30,Nano,40.51,394,Declined,Incomplete Data
APP0008084,C001680,2025-06-13,ACS,26.92,606,Approved,
APP0008085,C000643,2025-06-14,ACS,13.1,740,Approved,
APP0008086,C004937,2025-02-26,Nano,90.21,619,Approved,
APP0008087,C002702,2025-04-29,ACS,25.18,791,Approved,
APP0008088,C004822,2025-06-16,ACS,19.08,572,Approved,
APP0008089,C004579,2025-04-04,Nano,280.38,455,Approved,
APP0008090,C004921,2025-04-03,Nano,232.23,560,Declined,Incomplete Data
APP0008091,C001185,2025-03-22,ACS,10.67,300,Declined,Low Behavioural Score
APP0008092,C004120,2025-04-12,BNPL,325.05,489,Declined,Incomplete Data
APP0008093,C000202,2025-01-11,Nano,157.17,745,Approved,
APP0008094,C002503,2025-06-03,Nano,174.55,452,Declined,Low Behavioural Score
APP0008095,C004344,2025-02-16,Nano,152.34,696,Approved,
APP0008096,C002861,2025-03-11,ACS,18.41,689,Approved,
APP0008097,C001009,2025-01-22,Nano,298.11,626,Approved,
APP0008098,C000375,2025-03-02,Nano,136.65,772,Declined,Duplicate Application
APP0008099,C002293,2025-10-21,ACS,14.95,548,Approved,
APP0008100,C003967,2025-06-11,Nano,239.15,655,Approved,
APP0008101,C004600,2025-03-04,Nano,265.79,735,Approved,
APP0008102,C003746,2025-01-16,Nano,103.42,786,Approved,
APP0008103,C002212,2025-03-04,ACS,26.97,426,Declined,Low Behavioural Score
APP0008104,C003542,2025-10-04,BNPL,863.09,858,Approved,
APP0008105,C003920,2025-04-25,ACS,12.11,843,Approved,
APP0008106,C001913,2025-03-06,ACS,11.07,742,Approved,
APP0008107,C001319,2025-03-12,ACS,22.49,609,Declined,Low Behavioural Score
APP0008108,C001330,2025-08-09,BNPL,759.98,807,Approved,
APP0008109,C003729,2025-08-12,ACS,23.16,380,Declined,High Existing Exposure
APP0008110,C004050,2025-08-30,Nano,29.8,379,Declined,Low Behavioural Score
APP0008111,C000972,2025-06-07,BNPL,722.21,767,Approved,
APP0008112,C004873,2025-02-19,ACS,28.56,783,Approved,
APP0008113,C000095,2025-05-31,Nano,119.65,751,Approved,
APP0008114,C002118,2025-01-29,Nano,61.82,711,Approved,
APP0008115,C002414,2025-07-06,ACS,20.41,735,Approved,
APP0008116,C000278,2025-03-20,ACS,9.19,664,Declined,Duplicate Application
APP0008117,C003623,2025-05-17,ACS,10.38,712,Approved,
APP0008118,C004504,2025-07-17,ACS,6.44,792,Approved,
APP0008119,C001188,2025-04-17,BNPL,336.88,657,Approved,
APP0008120,C003448,2025-04-02,ACS,20.76,471,Approved,
APP0008121,C004757,2025-05-16,ACS,10.71,463,Declined,Low Behavioural Score
APP0008122,C003358,2025-03-09,BNPL,594.08,338,Declined,Low Behavioural Score
APP0008123,C002259,2025-04-18,BNPL,795.64,597,Declined,Policy Rule Failure
APP0008124,C004722,2025-07-18,Nano,149.24,522,Declined,Duplicate Application
APP0008125,C002008,2025-05-30,ACS,26.74,748,Approved,
APP0008126,C003353,2025-05-20,Nano,78.69,774,Approved,
APP0008127,C003851,2025-03-16,ACS,29.38,592,Approved,
APP0008128,C003088,2025-07-16,Nano,79.45,547,Declined,Duplicate Application
APP0008129,C001571,2025-02-18,ACS,21.35,781,Approved,
APP0008130,C003551,2025-03-15,BNPL,585.99,517,Approved,
APP0008131,C001550,2025-06-21,Nano,98.97,623,Approved,
APP0008132,C002420,2025-05-20,BNPL,287.17,503,Declined,Duplicate Application
APP0008133,C002726,2025-10-01,BNPL,174.46,515,Declined,Duplicate Application
APP0008134,C001435,2025-01-24,Nano,241.85,572,Approved,
APP0008135,C003836,2025-08-18,ACS,9.11,754,Approved,
APP0008136,C001259,2025-03-30,Nano,197.02,670,Approved,
APP0008137,C000805,2025-02-04,BNPL,269.74,655,Approved,
APP0008138,C003632,2025-04-10,ACS,18.82,775,Approved,
APP0008139,C004401,2025-07-11,ACS,7.51,536,Approved,
APP0008140,C001214,2025-07-04,Nano,124.1,304,Declined,Low Behavioural Score
APP0008141,C002590,2025-03-06,Nano,203.13,718,Approved,
APP0008142,C004656,2025-03-14,Nano,247.37,515,Approved,
APP0008143,C001850,2025-05-27,ACS,28.45,366,Declined,Low Behavioural Score
APP0008144,C002015,2025-05-31,Nano,264.19,675,Approved,
APP0008145,C003491,2025-04-14,ACS,10.96,473,Declined,Duplicate Application
APP0008146,C003168,2025-07-31,BNPL,276.22,662,Approved,
APP0008147,C000634,2025-05-18,Nano,92.45,674,Approved,
APP0008148,C000214,2025-03-08,Nano,292.59,649,Approved,
APP0008149,C001821,2025-06-24,ACS,29.56,730,Approved,
APP0008150,C002245,2025-06-12,Nano,296.13,780,Approved,
APP0008151,C003066,2025-01-29,BNPL,723.73,422,Declined,Low Behavioural Score
APP0008152,C001998,2025-03-11,ACS,15.62,672,Approved,
APP0008153,C000660,2025-06-04,Nano,252.27,657,Approved,
APP0008154,C003774,2025-07-21,ACS,26.68,624,Approved,
APP0008155,C002160,2025-03-14,ACS,12.4,861,Approved,
APP0008156,C000278,2025-01-26,BNPL,359.77,681,Approved,
APP0008157,C002985,2025-04-10,ACS,29.59,644,Approved,
APP0008158,C002012,2025-05-08,ACS,20.08,314,Declined,Low Behavioural Score
APP0008159,C002679,2025-07-05,Nano,299.41,516,Declined,Low Behavioural Score
APP0008160,C004291,2025-03-29,ACS,20.94,702,Approved,
APP0008161,C000957,2025-07-18,Nano,298.05,788,Approved,
APP0008162,C003343,2025-03-26,ACS,18.02,322,Declined,Low Behavioural Score
APP0008163,C000593,2025-08-03,BNPL,832.62,624,Approved,
APP0008164,C003888,2025-04-04,BNPL,551.28,713,Approved,
APP0008165,C001828,2025-04-28,Nano,275.57,444,Declined,Low Behavioural Score
APP0008166,C003817,2025-04-01,Nano,116.65,661,Approved,
APP0008167,C000206,2025-08-22,Nano,167.73,649,Approved,
APP0008168,C003310,2025-03-24,Nano,70.33,596,Declined,Duplicate Application
APP0008169,C001255,2025-04-10,ACS,25.17,597,Approved,
APP0008170,C001957,2025-01-20,ACS,12.97,715,Approved,
APP0008171,C001170,2025-05-01,Nano,22.65,782,Approved,
APP0008172,C001997,2025-05-09,Nano,79.42,438,Declined,Low Behavioural Score
APP0008173,C003957,2025-03-23,ACS,27.62,487,Approved,
APP0008174,C000256,2025-05-20,ACS,15.8,567,Declined,Fraud Flag
APP0008175,C003011,2025-06-20,Nano,55.59,670,Declined,Incomplete Data
APP0008176,C000975,2025-01-30,Nano,191.62,636,Approved,
APP0008177,C001985,2025-08-30,BNPL,946.1,508,Declined,Incomplete Data
APP0008178,C002791,2025-04-14,ACS,23.38,678,Approved,
APP0008179,C000483,2025-03-12,Nano,199.08,767,Approved,
APP0008180,C004476,2025-05-24,ACS,20.48,795,Approved,
APP0008181,C003406,2025-03-19,ACS,17.69,674,Approved,
APP0008182,C003062,2025-02-21,BNPL,479.06,711,Approved,
APP0008183,C004651,2025-03-19,ACS,11.88,615,Approved,
APP0008184,C001936,2025-05-06,ACS,18.58,633,Approved,
APP0008185,C000702,2025-09-06,ACS,7.29,698,Approved,
APP0008186,C004160,2025-03-04,Nano,26.42,750,Approved,
APP0008187,C003174,2025-04-08,ACS,19.9,689,Approved,
APP0008188,C002244,2025-05-22,ACS,13.41,766,Approved,
APP0008189,C000425,2025-02-13,Nano,243.52,610,Declined,High Existing Exposure
APP0008190,C001300,2025-10-22,Nano,236.11,619,Approved,
APP0008191,C002917,2025-03-30,BNPL,875.92,621,Approved,
APP0008192,C000401,2025-01-29,ACS,17.14,733,Approved,
APP0008193,C002742,2025-04-22,BNPL,866.72,527,Approved,
APP0008194,C004143,2025-02-23,Nano,204.81,587,Approved,
APP0008195,C002248,2025-07-18,ACS,28.07,579,Declined,Fraud Flag
APP0008196,C003080,2025-03-11,Nano,150.36,900,Approved,
APP0008197,C001083,2025-02-17,ACS,21.84,518,Declined,Policy Rule Failure
APP0008198,C002905,2025-05-26,BNPL,324.26,525,Declined,Duplicate Application
APP0008199,C000914,2025-05-19,ACS,25.14,647,Approved,
APP0008200,C003604,2025-02-27,ACS,23.34,521,Approved,
APP0008201,C002662,2025-05-17,Nano,199.89,576,Approved,
APP0008202,C003026,2025-02-24,ACS,8.68,436,Declined,Low Behavioural Score
APP0008203,C001603,2025-05-17,Nano,150.31,464,Approved,
APP0008204,C001753,2025-04-08,ACS,29.55,596,Approved,
APP0008205,C003296,2025-01-19,ACS,29.8,539,Approved,
APP0008206,C003088,2025-05-09,Nano,287.19,543,Approved,
APP0008207,C003459,2025-01-10,Nano,287.48,669,Approved,
APP0008208,C000701,2025-02-02,BNPL,718.81,793,Approved,
APP0008209,C000940,2025-03-03,Nano,201.03,708,Approved,
APP0008210,C001481,2025-01-09,Nano,265.33,673,Approved,
APP0008211,C001936,2025-05-28,BNPL,512.17,634,Approved,
APP0008212,C002687,2025-04-02,ACS,12.96,726,Approved,
APP0008213,C002601,2025-06-26,BNPL,885.83,766,Approved,
APP0008214,C000346,2025-01-21,ACS,7.4,790,Approved,
APP0008215,C000177,2025-10-09,Nano,130.92,333,Approved,
APP0008216,C004109,2025-05-11,Nano,260.4,677,Approved,
APP0008217,C002900,2025-07-01,BNPL,825.11,612,Approved,
APP0008218,C000224,2025-02-10,ACS,14.84,771,Approved,
APP0008219,C004266,2025-06-07,BNPL,479.42,676,Approved,
APP0008220,C001862,2025-03-14,BNPL,449.32,889,Approved,
APP0008221,C003312,2025-01-12,ACS,23.97,619,Declined,Fraud Flag
APP0008222,C002272,2025-03-28,Nano,103.14,500,Approved,
APP0008223,C000961,2025-02-19,ACS,17.49,528,Approved,
APP0008224,C003404,2025-04-09,Nano,96.68,547,Declined,Duplicate Application
APP0008225,C001817,2025-03-05,BNPL,834.72,678,Approved,
APP0008226,C000775,2025-04-10,Nano,292.95,497,Declined,Low Behavioural Score
APP0008227,C001113,2025-03-05,Nano,44.8,512,Approved,
APP0008228,C004107,2025-04-28,BNPL,503.94,773,Approved,
APP0008229,C002602,2025-04-20,Nano,198.74,716,Approved,
APP0008230,C002131,2025-02-08,ACS,13.31,700,Approved,
APP0008231,C003907,2025-03-22,Nano,83.19,544,Approved,
APP0008232,C001256,2025-06-13,BNPL,166.87,326,Declined,Low Behavioural Score
APP0008233,C000753,2025-05-08,Nano,155.83,632,Approved,
APP0008234,C000492,2025-04-10,ACS,13.22,551,Approved,
APP0008235,C000510,2025-02-10,BNPL,122.89,740,Approved,
APP0008236,C004627,2025-03-09,BNPL,589.83,770,Approved,
APP0008237,C004505,2025-02-25,ACS,21.14,681,Approved,
APP0008238,C002017,2025-03-14,ACS,28.93,868,Approved,
APP0008239,C002362,2025-06-06,ACS,16.39,556,Declined,High Existing Exposure
APP0008240,C001907,2025-04-05,BNPL,425.88,617,Approved,
APP0008241,C002742,2025-02-08,Nano,65.23,528,Declined,High Existing Exposure
APP0008242,C000902,2025-06-15,ACS,23.33,597,Declined,Fraud Flag
APP0008243,C003298,2025-06-13,ACS,5.15,490,Approved,
APP0008244,C002532,2025-08-19,Nano,279.95,666,Declined,Duplicate Application
APP0008245,C004568,2025-02-25,BNPL,316.94,468,Declined,Duplicate Application
APP0008246,C001600,2025-01-09,Nano,55.13,396,Declined,High Existing Exposure
APP0008247,C003807,2025-03-24,BNPL,605.48,414,Declined,Low Behavioural Score
APP0008248,C000830,2025-03-29,Nano,190.57,568,Approved,
APP0008249,C000463,2025-03-18,Nano,194.71,421,Declined,Low Behavioural Score
APP0008250,C003765,2025-07-31,ACS,10.76,625,Approved,
APP0008251,C004442,2025-03-25,ACS,25.55,579,Approved,
APP0008252,C004492,2025-06-25,Nano,38.85,787,Approved,
APP0008253,C000294,2025-03-07,ACS,29.64,635,Approved,
APP0008254,C001762,2025-03-30,Nano,153.59,662,Approved,
APP0008255,C002367,2025-01-23,Nano,87.04,798,Approved,
APP0008256,C001433,2025-01-16,Nano,188.61,789,Approved,
APP0008257,C001493,2025-03-20,Nano,131.24,388,Approved,
APP0008258,C001867,2025-01-17,ACS,7.33,611,Approved,
APP0008259,C000124,2025-05-28,Nano,85.34,534,Approved,
APP0008260,C004625,2025-06-18,Nano,217.18,803,Approved,
APP0008261,C001505,2025-05-15,ACS,25.03,733,Approved,
APP0008262,C002919,2025-08-26,Nano,152.23,522,Declined,Fraud Flag
APP0008263,C003948,2025-04-20,ACS,18.49,340,Declined,Duplicate Application
APP0008264,C000830,2025-01-27,ACS,16.12,569,Approved,
APP0008265,C001031,2025-07-11,ACS,9.2,694,Approved,
APP0008266,C003163,2025-05-12,Nano,141.49,795,Approved,
APP0008267,C004970,2025-08-15,Nano,141.28,818,Approved,
APP0008268,C002007,2025-05-01,Nano,227.67,527,Declined,Low Behavioural Score
APP0008269,C004558,2025-09-14,ACS,6.58,788,Approved,
APP0008270,C000088,2025-04-12,ACS,11.28,777,Approved,
APP0008271,C003685,2025-06-01,ACS,19.25,675,Approved,
APP0008272,C004850,2025-01-29,ACS,10.46,506,Approved,
APP0008273,C003730,2025-03-30,BNPL,499.03,757,Approved,
APP0008274,C000575,2025-04-06,ACS,17.33,745,Approved,
APP0008275,C000057,2025-02-23,ACS,8.96,430,Approved,
APP0008276,C002068,2025-03-23,ACS,12.83,818,Approved,
APP0008277,C002795,2025-04-03,Nano,185.34,524,Declined,Fraud Flag
APP0008278,C003289,2025-06-22,ACS,24.24,547,Approved,
APP0008279,C004641,2025-02-05,ACS,16.84,587,Approved,
APP0008280,C002931,2025-06-17,Nano,23.7,614,Approved,
APP0008281,C001340,2025-05-29,Nano,208.0,461,Declined,Low Behavioural Score
APP0008282,C000022,2025-03-17,ACS,14.07,545,Declined,Policy Rule Failure
APP0008283,C004662,2025-03-09,BNPL,510.48,663,Approved,
APP0008284,C003040,2025-10-03,Nano,274.93,871,Approved,
APP0008285,C003394,2025-04-30,ACS,15.53,549,Declined,Duplicate Application
APP0008286,C003637,2025-04-15,ACS,27.84,414,Declined,Fraud Flag
APP0008287,C004001,2025-06-20,Nano,96.06,559,Approved,
APP0008288,C004247,2025-02-22,ACS,22.32,564,Declined,Duplicate Application
APP0008289,C004349,2025-06-10,Nano,141.45,900,Approved,
APP0008290,C000920,2025-04-25,Nano,283.09,442,Declined,Policy Rule Failure
APP0008291,C001482,2025-03-08,ACS,23.5,673,Approved,
APP0008292,C000184,2025-01-02,ACS,11.36,388,Declined,Low Behavioural Score
APP0008293,C000609,2025-04-05,ACS,16.42,713,Approved,
APP0008294,C004722,2025-03-10,ACS,27.97,539,Approved,
APP0008295,C002116,2025-09-24,Nano,206.23,678,Approved,
APP0008296,C003403,2025-04-09,ACS,26.59,571,Declined,Duplicate Application
APP0008297,C002826,2025-08-20,BNPL,386.27,793,Approved,
APP0008298,C002275,2025-03-05,ACS,24.04,693,Approved,
APP0008299,C000813,2025-03-31,Nano,58.22,591,Approved,
APP0008300,C003626,2025-03-12,Nano,258.82,580,Approved,
APP0008301,C003760,2025-08-16,Nano,172.99,588,Declined,High Existing Exposure
APP0008302,C000786,2025-07-13,ACS,6.37,696,Approved,
APP0008303,C001606,2025-01-18,BNPL,342.52,461,Declined,Low Behavioural Score
APP0008304,C004792,2025-07-17,BNPL,547.61,764,Approved,
APP0008305,C004272,2025-10-10,ACS,17.9,724,Approved,
APP0008306,C003272,2025-03-20,Nano,227.71,695,Approved,
APP0008307,C004798,2025-02-25,ACS,18.82,465,Approved,
APP0008308,C004385,2025-03-03,ACS,24.66,300,Declined,High Existing Exposure
APP0008309,C003075,2025-06-22,Nano,247.59,360,Declined,Fraud Flag
APP0008310,C002784,2025-05-21,Nano,190.02,693,Approved,
APP0008311,C003245,2025-09-24,BNPL,294.23,465,Approved,
APP0008312,C004005,2025-03-01,ACS,21.38,386,Declined,Policy Rule Failure
APP0008313,C004803,2025-08-08,Nano,142.63,499,Declined,Low Behavioural Score
APP0008314,C001639,2025-08-09,Nano,41.47,706,Declined,Policy Rule Failure
APP0008315,C001501,2025-04-27,ACS,16.91,678,Approved,
APP0008316,C000666,2025-03-31,BNPL,829.04,660,Approved,
APP0008317,C000052,2025-03-26,Nano,142.0,426,Declined,Duplicate Application
APP0008318,C001770,2025-01-19,Nano,122.46,468,Declined,Low Behavioural Score
APP0008319,C001248,2025-06-25,ACS,9.86,560,Approved,
APP0008320,C004485,2025-03-31,Nano,175.71,596,Approved,
APP0008321,C002439,2025-09-27,Nano,91.71,574,Declined,High Existing Exposure
APP0008322,C003491,2025-06-12,ACS,20.5,473,Declined,Low Behavioural Score
APP0008323,C001039,2025-02-25,ACS,5.16,643,Approved,
APP0008324,C002282,2025-05-09,ACS,14.04,887,Approved,
APP0008325,C004047,2025-02-24,Nano,232.73,866,Approved,
APP0008326,C001177,2025-07-09,Nano,28.06,659,Approved,
APP0008327,C001968,2025-04-04,Nano,48.02,474,Approved,
APP0008328,C002991,2025-07-21,Nano,291.51,541,Approved,
APP0008329,C001005,2025-04-01,Nano,22.46,714,Approved,
APP0008330,C002965,2025-03-11,ACS,24.04,632,Approved,
APP0008331,C003074,2025-03-04,ACS,14.01,495,Declined,Low Behavioural Score
APP0008332,C002655,2025-07-09,ACS,12.22,482,Declined,Policy Rule Failure
APP0008333,C000829,2025-05-12,ACS,22.81,656,Approved,
APP0008334,C003690,2025-05-01,BNPL,862.12,571,Approved,
APP0008335,C004189,2025-07-14,ACS,15.9,775,Approved,
APP0008336,C001215,2025-05-15,ACS,5.0,501,Declined,Incomplete Data
APP0008337,C000550,2025-08-13,Nano,267.57,652,Approved,
APP0008338,C002555,2025-04-30,ACS,27.5,707,Approved,
APP0008339,C000872,2025-01-18,ACS,19.81,536,Approved,
APP0008340,C001543,2025-07-28,Nano,87.38,604,Declined,Low Behavioural Score
APP0008341,C003286,2025-08-17,ACS,29.2,633,Approved,
APP0008342,C001029,2025-03-24,ACS,15.89,643,Approved,
APP0008343,C001833,2025-04-18,ACS,27.73,565,Approved,
APP0008344,C001664,2025-01-31,BNPL,318.41,629,Approved,
APP0008345,C003577,2025-03-30,ACS,27.82,651,Approved,
APP0008346,C004015,2025-02-16,ACS,23.79,723,Approved,
APP0008347,C004360,2025-05-12,Nano,144.25,627,Approved,
APP0008348,C000570,2025-03-02,ACS,6.16,711,Approved,
APP0008349,C003850,2025-01-16,Nano,126.74,448,Declined,Incomplete Data
APP0008350,C001378,2025-06-03,ACS,26.55,587,Declined,Duplicate Application
APP0008351,C004473,2025-05-29,BNPL,706.19,500,Approved,
APP0008352,C002666,2025-04-04,Nano,103.48,594,Declined,Fraud Flag
APP0008353,C004609,2025-03-29,Nano,188.19,718,Approved,
APP0008354,C002005,2025-04-08,Nano,281.24,496,Approved,
APP0008355,C001604,2025-05-21,ACS,14.9,807,Approved,
APP0008356,C004139,2025-06-17,ACS,10.66,447,Declined,Fraud Flag
APP0008357,C001783,2025-03-12,ACS,26.16,546,Approved,
APP0008358,C003897,2025-03-14,Nano,171.09,654,Approved,
APP0008359,C000257,2025-03-16,ACS,19.28,764,Approved,
APP0008360,C003390,2025-01-26,ACS,28.13,880,Approved,
APP0008361,C004540,2025-02-21,Nano,132.85,759,Approved,
APP0008362,C001413,2025-05-20,ACS,23.31,773,Approved,
APP0008363,C004930,2025-02-21,BNPL,879.09,694,Approved,
APP0008364,C000107,2025-02-22,Nano,187.17,620,Approved,
APP0008365,C000628,2025-01-20,ACS,20.15,392,Declined,Low Behavioural Score
APP0008366,C001570,2025-03-09,ACS,17.36,552,Declined,High Existing Exposure
APP0008367,C001568,2025-07-31,ACS,7.26,751,Approved,
APP0008368,C003005,2025-08-26,ACS,12.12,684,Approved,
APP0008369,C004338,2025-02-21,Nano,127.15,798,Approved,
APP0008370,C000508,2025-02-12,Nano,90.96,398,Declined,High Existing Exposure
APP0008371,C003744,2025-02-14,ACS,11.83,794,Approved,
APP0008372,C004118,2025-05-20,ACS,26.81,351,Declined,Low Behavioural Score
APP0008373,C002908,2025-02-09,ACS,19.75,769,Approved,
APP0008374,C004933,2025-03-02,ACS,28.55,704,Approved,
APP0008375,C000484,2025-04-07,ACS,16.32,560,Approved,
APP0008376,C003688,2025-04-12,ACS,20.74,638,Approved,
APP0008377,C002086,2025-02-12,Nano,180.05,749,Approved,
APP0008378,C002074,2025-05-21,ACS,28.53,360,Declined,Low Behavioural Score
APP0008379,C003001,2025-02-09,ACS,7.95,577,Approved,
APP0008380,C003987,2025-05-21,ACS,12.79,304,Declined,Low Behavioural Score
APP0008381,C002409,2025-04-15,BNPL,776.72,687,Approved,
APP0008382,C001363,2025-02-23,Nano,236.95,784,Approved,
APP0008383,C001332,2025-05-28,ACS,7.73,858,Approved,
APP0008384,C004771,2025-02-08,ACS,18.85,471,Declined,High Existing Exposure
APP0008385,C002072,2025-07-17,ACS,11.19,480,Declined,Low Behavioural Score
APP0008386,C001834,2025-07-12,Nano,257.41,666,Approved,
APP0008387,C002829,2025-09-21,BNPL,783.36,754,Approved,
APP0008388,C003450,2025-03-02,ACS,18.9,332,Declined,Low Behavioural Score
APP0008389,C000186,2025-04-20,Nano,195.53,382,Declined,High Existing Exposure
APP0008390,C000095,2025-03-02,Nano,279.36,747,Approved,
APP0008391,C002868,2025-05-17,Nano,20.95,580,Approved,
APP0008392,C003154,2025-04-10,Nano,196.71,606,Approved,
APP0008393,C002457,2025-06-08,BNPL,165.89,526,Approved,
APP0008394,C001481,2025-05-03,Nano,286.26,676,Approved,
APP0008395,C003916,2025-03-30,Nano,120.48,581,Declined,High Existing Exposure
APP0008396,C000511,2025-02-14,Nano,92.7,559,Approved,
APP0008397,C003200,2025-01-27,Nano,21.41,568,Approved,
APP0008398,C002168,2025-11-11,ACS,5.28,819,Approved,
APP0008399,C001834,2025-07-06,Nano,291.44,683,Approved,
APP0008400,C000530,2025-06-19,Nano,237.78,593,Approved,
APP0008401,C003350,2025-02-04,ACS,28.51,732,Approved,
APP0008402,C000926,2025-05-28,ACS,14.72,534,Approved,
APP0008403,C002701,2025-05-20,Nano,105.69,669,Approved,
APP0008404,C004476,2025-08-07,BNPL,762.02,785,Approved,
APP0008405,C003711,2025-02-27,Nano,212.27,499,Declined,Duplicate Application
APP0008406,C000318,2025-05-17,Nano,286.55,557,Approved,
APP0008407,C004912,2025-02-04,Nano,79.63,613,Approved,
APP0008408,C003125,2025-06-19,ACS,19.22,752,Approved,
APP0008409,C004157,2025-04-22,ACS,19.7,775,Approved,
APP0008410,C000302,2025-11-04,BNPL,740.26,584,Approved,
APP0008411,C004574,2025-07-09,ACS,29.19,506,Approved,
APP0008412,C003591,2025-07-12,ACS,27.98,346,Declined,Fraud Flag
APP0008413,C004421,2025-06-12,BNPL,770.43,800,Approved,
APP0008414,C004890,2025-04-10,ACS,14.58,560,Declined,Policy Rule Failure
APP0008415,C004209,2025-03-07,ACS,14.41,335,Declined,Low Behavioural Score
APP0008416,C002148,2025-06-07,ACS,21.9,732,Approved,
APP0008417,C004193,2025-05-20,ACS,14.27,746,Approved,
APP0008418,C004841,2025-02-26,Nano,229.08,333,Declined,Fraud Flag
APP0008419,C004540,2025-02-04,BNPL,940.06,751,Approved,
APP0008420,C003208,2025-07-16,ACS,20.24,800,Approved,
APP0008421,C004791,2025-01-23,BNPL,691.61,702,Approved,
APP0008422,C002978,2025-11-22,ACS,22.02,703,Approved,
APP0008423,C002224,2025-05-21,BNPL,651.95,737,Approved,
APP0008424,C000856,2025-01-21,BNPL,561.85,546,Approved,
APP0008425,C002328,2025-03-27,ACS,25.14,503,Declined,Fraud Flag
APP0008426,C004762,2025-07-09,ACS,7.2,641,Approved,
APP0008427,C000595,2025-04-17,ACS,22.75,785,Approved,
APP0008428,C004308,2025-09-15,BNPL,265.19,817,Approved,
APP0008429,C003214,2025-06-21,ACS,24.9,585,Approved,
APP0008430,C000659,2025-04-28,Nano,192.13,669,Approved,
APP0008431,C001130,2025-05-18,ACS,15.24,741,Approved,
APP0008432,C000144,2025-02-13,Nano,138.52,494,Declined,Low Behavioural Score
APP0008433,C003703,2025-01-06,Nano,82.55,457,Declined,High Existing Exposure
APP0008434,C001796,2025-02-17,ACS,13.65,766,Approved,
APP0008435,C000930,2025-02-23,BNPL,241.74,566,Declined,Incomplete Data
APP0008436,C000798,2025-05-14,ACS,13.39,659,Approved,
APP0008437,C002524,2025-05-03,BNPL,516.11,500,Approved,
APP0008438,C001681,2025-06-14,Nano,82.47,590,Approved,
APP0008439,C004526,2025-02-02,BNPL,106.74,665,Approved,
APP0008440,C004793,2025-02-20,Nano,248.18,784,Approved,
APP0008441,C001002,2025-07-28,Nano,244.41,360,Declined,Policy Rule Failure
APP0008442,C004310,2025-10-19,ACS,27.69,669,Approved,
APP0008443,C000302,2025-05-25,ACS,9.0,584,Approved,
APP0008444,C002201,2025-02-25,BNPL,217.46,797,Approved,
APP0008445,C002890,2025-03-26,ACS,10.57,600,Approved,
APP0008446,C001380,2025-04-16,ACS,6.82,478,Approved,
APP0008447,C003247,2025-05-30,Nano,200.45,865,Approved,
APP0008448,C002890,2025-03-26,Nano,208.37,609,Approved,
APP0008449,C004671,2025-04-08,BNPL,339.43,571,Declined,Incomplete Data
APP0008450,C004688,2025-02-04,Nano,218.49,601,Declined,Fraud Flag
APP0008451,C004085,2025-01-06,Nano,98.89,781,Approved,
APP0008452,C003954,2025-03-25,ACS,24.25,705,Approved,
APP0008453,C001688,2025-04-17,Nano,106.26,481,Approved,
APP0008454,C004339,2025-06-02,BNPL,491.94,680,Approved,
APP0008455,C001811,2025-03-28,BNPL,892.73,900,Approved,
APP0008456,C003806,2025-03-18,BNPL,785.57,370,Declined,Duplicate Application
APP0008457,C002429,2025-03-06,Nano,61.37,874,Approved,
APP0008458,C002519,2025-05-28,ACS,14.46,472,Declined,Incomplete Data
APP0008459,C004048,2025-02-17,ACS,12.14,738,Approved,
APP0008460,C000708,2025-01-20,ACS,15.95,707,Approved,
APP0008461,C004256,2025-05-04,ACS,10.9,793,Approved,
APP0008462,C004094,2025-04-19,ACS,6.03,672,Approved,
APP0008463,C002357,2025-05-01,Nano,281.46,758,Approved,
