CustomerID,Country,MNOPartner,CustomerTenureMonths,AverageMonthlyTopUp,TopUpFrequency,BehavioralScore,RegistrationDate
C003963,Ghana,Telecel Ghana,39,16.39,18,777,01/10/2021
C003964,Nigeria,Airtel Nigeria,48,13.4,24,579,12/01/2021
C003965,Kenya,Safaricom,48,12.55,18,749,10/01/2021
C003966,Nigeria,MTN Nigeria,59,19.46,27,897,23/02/2020
C003967,Kenya,Safaricom,22,17.08,13,664,24/02/2023
C003968,Nigeria,MTN Nigeria,52,14.52,16,633,07/09/2020
C003969,Kenya,Airtel Kenya,9,9.05,11,503,08/03/2024
C003970,Nigeria,MTN Nigeria,24,16.43,24,718,07/01/2023
C003971,Pakistan,Zong,65,11.49,31,745,09/08/2019
C003972,Nigeria,MTN Nigeria,52,13.33,8,465,17/09/2020
C003973,Kenya,Airtel Kenya,3,6.82,1,313,01/10/2024
C003974,Nigeria,MTN Nigeria,48,18.05,17,567,10/01/2021
C003975,Nigeria,MTN Nigeria,41,17.6,10,511,23/07/2021
C003976,Nigeria,MTN Nigeria,44,17.44,28,720,09/05/2021
C003977,Nigeria,MTN Nigeria,45,16.12,10,466,17/04/2021
C003978,Nigeria,Glo Nigeria,49,24.13,20,787,14/12/2020
C003979,Kenya,Safaricom,61,20.43,20,813,09/12/2019
C003980,Ghana,Telecel Ghana,31,10.84,25,771,08/06/2022
C003981,Nigeria,MTN Nigeria,19,19.52,15,613,05/06/2023
C003982,Kenya,Safaricom,46,11.96,18,508,16/03/2021
C003983,Ghana,Telecel Ghana,53,9.87,19,703,23/08/2020
C003984,Nigeria,Airtel Nigeria,42,21.21,25,701,01/07/2021
C003985,Kenya,Safaricom,87,16.28,22,882,31/10/2017
C003986,Nigeria,Airtel Nigeria,66,19.47,9,622,23/07/2019
C003987,Nigeria,MTN Nigeria,19,10.29,7,311,02/06/2023
C003988,Kenya,Airtel Kenya,33,17.61,23,835,28/03/2022
C003989,Pakistan,Jazz,46,9.33,21,751,25/02/2021
C003990,Pakistan,Jazz,13,9.48,6,464,16/11/2023
C003991,Pakistan,Zong,50,10.09,18,755,06/11/2020
C003992,Kenya,Safaricom,4,10.47,9,379,13/08/2024
C003993,Nigeria,MTN Nigeria,21,19.07,17,641,06/04/2023
C003994,Kenya,Safaricom,8,11.6,14,672,09/04/2024
C003995,Nigeria,MTN Nigeria,40,17.18,19,613,01/09/2021
C003996,Nigeria,Glo Nigeria,1,18.42,18,539,04/11/2024
C003997,Nigeria,Airtel Nigeria,23,16.97,11,498,03/02/2023
C003998,Kenya,Safaricom,48,11.3,20,619,18/01/2021
C003999,Kenya,Airtel Kenya,18,9.83,8,516,20/06/2023
C004000,Nigeria,Airtel Nigeria,23,14.66,20,643,02/02/2023
C004001,Uganda,Airtel Uganda,31,9.23,14,553,10/06/2022
C004002,Kenya,Safaricom,39,14.23,21,798,26/09/2021
C004003,Pakistan,Telenor Pakistan,46,8.89,28,691,08/03/2021
C004004,Nigeria,MTN Nigeria,11,12.96,11,479,14/01/2024
C004005,Kenya,Safaricom,17,11.18,4,384,03/08/2023
C004006,Nigeria,Airtel Nigeria,45,18.83,23,777,20/04/2021
C004007,Kenya,Safaricom,51,18.66,20,792,12/10/2020
C004008,Nigeria,MTN Nigeria,81,18.82,22,859,10/04/2018
C004009,Nigeria,Airtel Nigeria,55,22.56,22,803,09/06/2020
C004010,Ghana,MTN Ghana,48,12.3,16,652,28/12/2020
C004011,Nigeria,MTN Nigeria,35,22.82,17,710,22/01/2022
C004012,Nigeria,Airtel Nigeria,43,19.57,23,651,26/05/2021
C004013,Pakistan,Zong,45,9.98,19,759,09/04/2021
C004014,Nigeria,MTN Nigeria,58,21.74,23,864,22/03/2020
C004015,Ghana,Telecel Ghana,55,9.84,16,720,31/05/2020
C004016,Kenya,Airtel Kenya,30,12.01,11,625,01/07/2022
C004017,Nigeria,Airtel Nigeria,33,,21,643,08/04/2022
C004018,Kenya,Safaricom,19,10.75,12,481,29/05/2023
C004019,Nigeria,Airtel Nigeria,27,18.82,17,578,21/09/2022
C004020,Uganda,Airtel Uganda,48,,25,723,12/01/2021
C004021,Nigeria,MTN Nigeria,45,24.72,22,786,29/03/2021
C004022,Nigeria,Glo Nigeria,50,16.72,17,497,17/11/2020
C004023,Kenya,Airtel Kenya,89,17.56,20,766,01/09/2017
C004024,Pakistan,Telenor Pakistan,30,8.43,12,628,12/07/2022
C004025,Uganda,Airtel Uganda,46,11.51,20,675,25/02/2021
C004026,Pakistan,Telenor Pakistan,54,12.27,17,627,30/06/2020
C004027,Ghana,Telecel Ghana,29,8.98,15,565,09/08/2022
C004028,Ghana,Telecel Ghana,31,15.64,25,721,01/06/2022
C004029,Kenya,Safaricom,70,17.91,20,702,11/03/2019
C004030,Pakistan,Jazz,61,10.76,24,783,11/12/2019
C004031,Kenya,Safaricom,45,,23,650,03/04/2021
C004032,Kenya,Airtel Kenya,63,13.32,19,664,23/10/2019
C004033,Ghana,MTN Ghana,41,9.79,14,522,20/08/2021
C004034,Kenya,Airtel Kenya,41,17.34,13,674,23/07/2021
C004035,Nigeria,MTN Nigeria,29,22.21,34,698,19/07/2022
C004036,Kenya,Safaricom,32,11.95,11,648,19/04/2022
C004037,Kenya,Airtel Kenya,64,15.99,19,726,29/09/2019
C004038,Uganda,Airtel Uganda,44,8.53,12,566,02/05/2021
C004039,Kenya,Safaricom,46,15.85,31,759,16/03/2021
C004040,Uganda,MTN Uganda,68,10.64,16,666,24/05/2019
C004041,Kenya,Safaricom,36,14.86,19,635,05/01/2022
C004042,Uganda,MTN Uganda,61,9.35,19,731,23/12/2019
C004043,Nigeria,MTN Nigeria,53,19.11,19,772,08/08/2020
C004044,Pakistan,Telenor Pakistan,77,14.19,24,745,19/08/2018
C004045,Kenya,Safaricom,58,14.37,18,729,01/03/2020
C004046,Nigeria,MTN Nigeria,31,14.58,14,534,23/05/2022
C004047,Nigeria,MTN Nigeria,54,27.73,29,858,05/07/2020
C004048,Nigeria,MTN Nigeria,46,22.92,29,729,22/02/2021
C004049,Kenya,Airtel Kenya,25,14.48,10,600,01/12/2022
C004050,Uganda,MTN Uganda,1,5.55,6,386,30/11/2024
C004051,Pakistan,Jazz,42,10.74,16,614,25/06/2021
C004052,Ghana,MTN Ghana,37,13.74,20,717,08/12/2021
C004053,Kenya,Airtel Kenya,49,17.4,37,861,10/12/2020
C004054,Kenya,Airtel Kenya,48,12.8,22,769,11/01/2021
C004055,Uganda,Airtel Uganda,33,7.68,3,551,21/03/2022
C004056,Uganda,Airtel Uganda,19,6.08,6,381,31/05/2023
C004057,Nigeria,Airtel Nigeria,65,21.14,17,637,11/08/2019
C004058,Pakistan,Zong,46,11,15,600,03/03/2021
C004059,Kenya,Safaricom,58,8.99,8,485,12/03/2020
C004060,Uganda,Airtel Uganda,20,6.64,5,482,26/04/2023
C004061,Pakistan,Zong,39,8.52,20,495,17/10/2021
C004062,Uganda,Airtel Uganda,25,7.77,14,531,17/11/2022
C004063,Nigeria,MTN Nigeria,39,15.29,21,747,09/10/2021
C004064,Ghana,Telecel Ghana,76,15.19,28,699,29/09/2018
C004065,Nigeria,MTN Nigeria,25,19.92,12,607,07/12/2022
C004066,Uganda,Airtel Uganda,7,11.43,20,655,25/05/2024
C004067,Nigeria,MTN Nigeria,46,21.79,21,855,05/03/2021
C004068,Ghana,MTN Ghana,20,15.99,26,776,26/04/2023
C004069,Pakistan,Telenor Pakistan,28,12.2,14,683,20/08/2022
C004070,Nigeria,MTN Nigeria,35,20.24,24,,23/01/2022
C004071,Kenya,Safaricom,49,12.83,30,750,13/12/2020
C004072,Ghana,MTN Ghana,13,10.49,20,691,14/11/2023
C004073,Kenya,Safaricom,61,13.07,10,690,09/12/2019
C004074,Nigeria,Airtel Nigeria,16,22.46,20,700,15/08/2023
C004075,Nigeria,Airtel Nigeria,32,17.18,16,574,17/05/2022
C004076,Kenya,Safaricom,27,15.16,17,552,29/09/2022
C004077,Ghana,Telecel Ghana,40,9.65,17,494,01/09/2021
C004078,Ghana,Telecel Ghana,46,9.6,24,660,16/03/2021
C004079,Nigeria,MTN Nigeria,51,15.47,13,562,05/10/2020
C004080,Kenya,Safaricom,31,10.89,13,607,26/05/2022
C004081,Kenya,Safaricom,32,16.61,13,638,13/05/2022
C004082,Nigeria,MTN Nigeria,32,12.09,8,472,19/04/2022
C004083,Uganda,MTN Uganda,56,8.2,20,660,29/04/2020
C004084,Kenya,Safaricom,47,13.02,9,585,13/02/2021
C004085,Kenya,Safaricom,56,19.15,19,784,22/05/2020
C004086,Pakistan,Jazz,40,10.01,18,603,14/09/2021
C004087,Kenya,Safaricom,19,7.22,4,390,10/06/2023
C004088,Ghana,Telecel Ghana,25,8.47,8,382,13/12/2022
C004089,Nigeria,MTN Nigeria,66,12.78,12,595,23/07/2019
C004090,Nigeria,MTN Nigeria,24,14.73,12,494,24/12/2022
C004091,Nigeria,Airtel Nigeria,37,19.38,16,677,28/11/2021
C004092,Uganda,MTN Uganda,32,7.95,9,633,01/05/2022
C004093,Uganda,MTN Uganda,50,9.91,24,707,04/11/2020
C004094,Nigeria,MTN Nigeria,9,13.68,15,657,02/04/2024
C004095,Nigeria,MTN Nigeria,12,9.05,3,327,09/12/2023
C004096,Kenya,Safaricom,51,14.44,14,623,19/10/2020
C004097,Ghana,MTN Ghana,40,11.97,24,747,08/09/2021
C004098,Ghana,MTN Ghana,31,7.4,13,499,28/05/2022
C004099,Ghana,MTN Ghana,76,13.71,22,704,02/10/2018
C004100,Pakistan,Zong,40,10.94,13,592,06/09/2021
C004101,Nigeria,MTN Nigeria,1,11.31,3,308,04/11/2024
C004102,Ghana,MTN Ghana,6,10.99,13,492,29/06/2024
C004103,Ghana,MTN Ghana,45,13.57,28,763,04/04/2021
C004104,Kenya,Safaricom,45,17.45,28,866,04/04/2021
C004105,Pakistan,Telenor Pakistan,46,11.91,16,707,21/03/2021
C004106,Nigeria,Airtel Nigeria,29,18.01,15,569,14/08/2022
C004107,Uganda,MTN Uganda,67,10.78,22,766,28/06/2019
C004108,Uganda,MTN Uganda,12,9.4,4,504,07/01/2024
C004109,Pakistan,Zong,39,11.71,11,675,04/10/2021
C004110,Kenya,Safaricom,38,11.71,14,582,11/11/2021
C004111,Kenya,Airtel Kenya,58,19.67,24,813,11/03/2020
C004112,Uganda,MTN Uganda,39,7.41,15,605,11/10/2021
C004113,Uganda,MTN Uganda,4,11.35,21,646,24/08/2024
C004114,Kenya,Safaricom,29,10.46,8,499,12/08/2022
C004115,Uganda,MTN Uganda,31,9.13,9,566,24/05/2022
C004116,Nigeria,Airtel Nigeria,26,10.29,1,311,10/11/2022
C004117,Ghana,MTN Ghana,60,11.04,20,768,01/01/2020
C004118,Pakistan,Telenor Pakistan,19,6.97,5,345,06/06/2023
C004119,Kenya,Safaricom,45,12.92,14,651,24/03/2021
C004120,Kenya,Airtel Kenya,47,10.34,2,480,31/01/2021
C004121,Pakistan,Telenor Pakistan,53,7.99,5,598,01/08/2020
C004122,Uganda,Airtel Uganda,30,8.27,11,472,22/06/2022
C004123,Pakistan,Zong,76,13.25,15,698,22/09/2018
C004124,Kenya,Safaricom,23,10.19,6,553,06/02/2023
C004125,Pakistan,Zong,16,10.91,17,570,20/08/2023
C004126,Nigeria,Glo Nigeria,51,24.84,29,784,05/10/2020
C004127,Kenya,Safaricom,28,10.27,14,572,21/08/2022
C004128,Kenya,Safaricom,1,16.2,16,593,25/11/2024
C004129,Uganda,MTN Uganda,36,7.96,22,727,24/12/2021
C004130,Pakistan,Telenor Pakistan,35,10.22,3,520,21/01/2022
C004131,Uganda,MTN Uganda,46,10.9,25,742,02/03/2021
C004132,Ghana,Telecel Ghana,47,18.87,32,884,13/02/2021
C004133,Kenya,Safaricom,51,15.26,30,775,17/10/2020
C004134,Kenya,Safaricom,40,12.88,15,630,16/09/2021
C004135,Kenya,Safaricom,57,18.14,16,726,03/04/2020
C004136,Nigeria,Airtel Nigeria,32,19.99,24,669,04/05/2022
C004137,Kenya,Safaricom,56,15.45,21,680,18/05/2020
C004138,Pakistan,Telenor Pakistan,42,14.91,31,884,17/07/2021
C004139,Uganda,MTN Uganda,17,7.61,7,456,27/07/2023
C004140,Uganda,MTN Uganda,75,8.6,24,770,30/10/2018
C004141,Kenya,Safaricom,25,11.69,14,656,18/11/2022
C004142,Kenya,Airtel Kenya,22,10.32,13,544,03/03/2023
C004143,Nigeria,MTN Nigeria,16,13.79,14,590,27/08/2023
C004144,Kenya,Safaricom,38,19.33,32,779,30/10/2021
C004145,Kenya,Safaricom,42,13.53,20,654,01/07/2021
C004146,Nigeria,Airtel Nigeria,62,20.87,15,788,26/11/2019
C004147,Nigeria,MTN Nigeria,40,14.33,18,654,17/09/2021
C004148,Ghana,MTN Ghana,46,16.4,25,785,15/03/2021
C004149,Kenya,Safaricom,18,10.22,14,605,19/06/2023
C004150,Kenya,Safaricom,34,12.38,16,717,21/02/2022
C004151,Nigeria,MTN Nigeria,4,15.93,13,487,05/08/2024
C004152,Kenya,Safaricom,53,12.02,15,672,17/08/2020
C004153,Kenya,Safaricom,57,17.53,23,714,05/04/2020
C004154,Kenya,Airtel Kenya,19,,3,396,06/06/2023
C004155,Ghana,MTN Ghana,50,14.22,17,698,18/11/2020
C004156,Nigeria,Glo Nigeria,64,16.52,27,790,14/09/2019
C004157,Pakistan,Telenor Pakistan,51,11.36,24,767,22/10/2020
C004158,Nigeria,MTN Nigeria,71,20.58,23,779,04/03/2019
C004159,Kenya,Safaricom,30,16.29,20,713,17/06/2022
C004160,Nigeria,MTN Nigeria,43,,22,750,28/05/2021
C004161,Kenya,Safaricom,31,12.12,14,630,27/05/2022
C004162,Nigeria,Glo Nigeria,51,19.52,12,668,18/10/2020
C004163,Pakistan,Telenor Pakistan,25,9.8,23,729,11/12/2022
C004164,Kenya,Safaricom,67,17.5,26,712,29/06/2019
C004165,Ghana,MTN Ghana,38,11.78,15,520,06/11/2021
C004166,Nigeria,MTN Nigeria,64,13.42,18,624,06/09/2019
C004167,Nigeria,Airtel Nigeria,42,14.68,14,677,04/07/2021
C004168,Kenya,Safaricom,40,18.24,25,749,25/08/2021
C004169,Kenya,Safaricom,52,17.34,21,677,28/08/2020
C004170,Kenya,Safaricom,64,17.22,25,751,08/09/2019
C004171,Pakistan,Jazz,40,12.22,27,778,17/09/2021
C004172,Uganda,Airtel Uganda,1,8.84,19,522,25/11/2024
C004173,Pakistan,Jazz,8,8.86,11,591,26/04/2024
C004174,Nigeria,MTN Nigeria,40,20.32,10,597,04/09/2021
C004175,Uganda,Airtel Uganda,54,9.4,14,540,03/07/2020
C004176,Ghana,Telecel Ghana,15,12.78,11,585,10/09/2023
C004177,Ghana,MTN Ghana,36,13.9,13,655,19/12/2021
C004178,Pakistan,Telenor Pakistan,40,13.93,25,715,05/09/2021
C004179,Ghana,Telecel Ghana,70,9.54,14,664,05/03/2019
C004180,Pakistan,Jazz,49,7.33,4,333,25/11/2020
C004181,Uganda,MTN Uganda,46,8.21,11,640,19/03/2021
C004182,Nigeria,MTN Nigeria,62,18.89,22,757,09/11/2019
C004183,Ghana,MTN Ghana,48,10.06,19,581,09/01/2021
C004184,Kenya,Airtel Kenya,19,11.94,21,624,17/05/2023
C004185,Pakistan,Telenor Pakistan,62,12.22,28,788,03/11/2019
C004186,Uganda,Airtel Uganda,14,7.81,12,518,03/11/2023
C004187,Nigeria,Airtel Nigeria,41,15.72,24,699,02/08/2021
C004188,Nigeria,Airtel Nigeria,59,16.93,20,668,31/01/2020
C004189,Nigeria,Airtel Nigeria,50,18.96,21,765,03/11/2020
C004190,Kenya,Safaricom,65,17.54,24,757,06/08/2019
C004191,Nigeria,MTN Nigeria,43,13.27,12,441,31/05/2021
C004192,Uganda,MTN Uganda,22,11.85,17,753,18/02/2023
C004193,Ghana,MTN Ghana,15,15.04,17,741,14/09/2023
C004194,Uganda,MTN Uganda,68,12.02,23,784,05/05/2019
C004195,Nigeria,MTN Nigeria,70,18.52,19,794,29/03/2019
C004196,Kenya,Safaricom,52,16.04,17,748,01/09/2020
C004197,Nigeria,Airtel Nigeria,31,13.14,8,465,05/06/2022
C004198,Pakistan,Jazz,53,8.38,21,642,08/08/2020
C004199,Nigeria,MTN Nigeria,63,24.53,27,774,11/10/2019
C004200,Nigeria,MTN Nigeria,32,,17,607,28/04/2022
C004201,Nigeria,MTN Nigeria,55,22.09,19,662,21/06/2020
C004202,Uganda,Airtel Uganda,43,8.36,30,754,28/05/2021
C004203,Nigeria,MTN Nigeria,50,21.78,19,,02/11/2020
C004204,Ghana,MTN Ghana,52,12.22,23,763,02/09/2020
C004205,Uganda,MTN Uganda,34,12.62,19,,28/02/2022
C004206,Uganda,Airtel Uganda,19,9.15,7,529,25/05/2023
C004207,Nigeria,Airtel Nigeria,78,14.64,24,701,29/07/2018
C004208,Nigeria,MTN Nigeria,45,17.92,26,882,05/04/2021
C004209,Kenya,Safaricom,21,8.84,8,346,04/04/2023
C004210,Nigeria,Airtel Nigeria,40,12.72,12,546,24/08/2021
C004211,Ghana,Telecel Ghana,49,10.61,28,776,22/12/2020
C004212,Kenya,Safaricom,45,15.88,11,587,22/04/2021
C004213,Kenya,Safaricom,29,10.99,14,447,25/07/2022
C004214,Nigeria,MTN Nigeria,15,10.87,15,500,18/09/2023
C004215,Ghana,MTN Ghana,46,11.43,10,629,07/03/2021
C004216,Nigeria,Airtel Nigeria,35,15.56,17,687,31/01/2022
C004217,Ghana,Telecel Ghana,77,16.09,28,792,04/09/2018
C004218,Nigeria,Glo Nigeria,47,13.83,24,655,27/01/2021
C004219,Pakistan,Telenor Pakistan,41,11.95,27,798,26/07/2021
C004220,Ghana,MTN Ghana,21,6.19,3,349,06/04/2023
C004221,Nigeria,Glo Nigeria,21,19.92,11,586,12/04/2023
C004222,Nigeria,MTN Nigeria,36,12.37,16,555,02/01/2022
C004223,Kenya,Safaricom,43,17.43,19,735,14/06/2021
C004224,Nigeria,Airtel Nigeria,44,22.47,25,861,19/05/2021
C004225,Nigeria,MTN Nigeria,23,18.95,14,597,08/02/2023
C004226,Pakistan,Zong,93,11.73,30,858,24/04/2017
C004227,Ghana,Telecel Ghana,14,7.49,11,307,29/10/2023
C004228,Nigeria,Airtel Nigeria,30,20.2,20,604,24/06/2022
C004229,Ghana,Telecel Ghana,41,11.9,23,775,11/08/2021
C004230,Nigeria,MTN Nigeria,40,13.83,11,567,01/09/2021
C004231,Pakistan,Jazz,40,15.09,25,772,11/09/2021
C004232,Nigeria,Airtel Nigeria,14,14.35,19,527,23/10/2023
C004233,Uganda,Airtel Uganda,48,12.52,26,757,02/01/2021
C004234,Uganda,Airtel Uganda,31,9.36,14,539,06/06/2022
C004235,Nigeria,MTN Nigeria,25,,11,546,17/11/2022
C004236,Nigeria,MTN Nigeria,19,13.13,15,556,23/05/2023
C004237,Kenya,Safaricom,44,15.36,27,768,16/05/2021
C004238,Pakistan,Telenor Pakistan,28,10.15,16,586,19/08/2022
C004239,Kenya,Airtel Kenya,28,13.44,16,612,31/08/2022
C004240,Ghana,Telecel Ghana,24,8.64,4,393,22/12/2022
C004241,Uganda,MTN Uganda,54,6.54,18,407,16/07/2020
C004242,Uganda,MTN Uganda,42,7.59,5,426,21/07/2021
C004243,Kenya,Safaricom,79,13.36,19,771,21/06/2018
C004244,Kenya,Safaricom,22,11.52,13,528,26/02/2023
C004245,Uganda,MTN Uganda,64,7.18,16,640,09/09/2019
C004246,Nigeria,Airtel Nigeria,37,12.93,18,568,26/11/2021
C004247,Pakistan,Telenor Pakistan,47,8.53,18,554,01/02/2021
C004248,Nigeria,MTN Nigeria,45,20.54,12,630,07/04/2021
C004249,Nigeria,Airtel Nigeria,15,11.29,4,407,09/10/2023
C004250,Uganda,Airtel Uganda,44,7.5,11,567,05/05/2021
C004251,Kenya,Safaricom,55,17.25,25,744,29/05/2020
C004252,Nigeria,MTN Nigeria,1,14.93,12,476,05/11/2024
C004253,Nigeria,Airtel Nigeria,47,20.07,21,757,19/02/2021
C004254,Kenya,Airtel Kenya,30,7.8,6,359,20/06/2022
C004255,Uganda,Airtel Uganda,50,9.37,16,721,19/11/2020
C004256,Nigeria,MTN Nigeria,59,18.1,21,801,25/02/2020
C004257,Nigeria,MTN Nigeria,5,9.89,1,348,04/08/2024
C004258,Kenya,Airtel Kenya,42,11.59,17,628,06/07/2021
C004259,Pakistan,Jazz,42,11.95,20,689,16/07/2021
C004260,Nigeria,MTN Nigeria,43,23.13,17,724,03/06/2021
C004261,Pakistan,Zong,28,9.1,18,627,31/08/2022
C004262,Pakistan,Jazz,53,9.14,21,635,31/07/2020
C004263,Nigeria,Airtel Nigeria,34,17.28,8,515,12/03/2022
C004264,Uganda,Airtel Uganda,20,5.84,4,349,05/05/2023
C004265,Ghana,MTN Ghana,64,11.64,16,566,15/09/2019
C004266,Kenya,Safaricom,50,17.65,19,688,19/11/2020
C004267,Kenya,Safaricom,70,18.24,18,795,21/03/2019
C004268,Uganda,Airtel Uganda,52,11.86,20,744,07/09/2020
C004269,Uganda,Airtel Uganda,34,8.8,15,638,28/02/2022
C004270,Uganda,Airtel Uganda,17,9.98,13,555,27/07/2023
C004271,Pakistan,Jazz,48,12.53,19,706,19/01/2021
C004272,Kenya,Airtel Kenya,5,12.17,26,709,28/07/2024
C004273,Uganda,Airtel Uganda,54,11.51,22,774,24/07/2020
C004274,Pakistan,Telenor Pakistan,59,10.56,18,823,30/01/2020
C004275,Nigeria,Airtel Nigeria,31,16.19,15,578,30/05/2022
C004276,Nigeria,MTN Nigeria,43,15.23,27,702,12/06/2021
C004277,Kenya,Airtel Kenya,14,13.11,13,554,30/10/2023
C004278,Pakistan,Jazz,48,8.2,9,491,21/01/2021
C004279,Nigeria,MTN Nigeria,34,17.73,16,632,04/03/2022
C004280,Uganda,Airtel Uganda,24,9.94,19,637,11/01/2023
C004281,Nigeria,Glo Nigeria,46,14.97,15,619,02/03/2021
C004282,Kenya,Airtel Kenya,29,10.3,5,496,09/08/2022
C004283,Ghana,MTN Ghana,45,13.68,20,776,19/04/2021
C004284,Nigeria,MTN Nigeria,29,16.91,15,594,12/08/2022
C004285,Pakistan,Telenor Pakistan,35,11.69,17,586,16/02/2022
C004286,Nigeria,MTN Nigeria,51,13.97,11,536,13/10/2020
C004287,Pakistan,Zong,47,11.15,17,654,20/02/2021
C004288,Nigeria,Airtel Nigeria,27,16.97,11,498,12/10/2022
C004289,Pakistan,Jazz,48,10.83,12,592,16/01/2021
C004290,Ghana,MTN Ghana,34,9.7,14,571,02/03/2022
C004291,Nigeria,MTN Nigeria,50,18.25,22,705,17/11/2020
C004292,Nigeria,Glo Nigeria,45,21.7,14,678,10/04/2021
C004293,Nigeria,Airtel Nigeria,48,16.94,18,639,10/01/2021
C004294,Ghana,MTN Ghana,38,11.2,16,706,01/11/2021
C004295,Uganda,MTN Uganda,17,8.6,10,575,09/08/2023
C004296,Kenya,Safaricom,60,13.33,18,729,30/12/2019
C004297,Kenya,Safaricom,49,11.33,16,477,21/12/2020
C004298,Ghana,Telecel Ghana,22,14.25,10,633,12/02/2023
C004299,Kenya,Safaricom,19,10.64,4,360,03/06/2023
C004300,Ghana,MTN Ghana,36,12.98,19,682,05/01/2022
C004301,Kenya,Airtel Kenya,71,21.75,32,872,02/03/2019
C004302,Uganda,MTN Uganda,47,11.4,27,687,10/02/2021
C004303,Pakistan,Jazz,92,13.43,17,680,17/05/2017
C004304,Kenya,Safaricom,27,14.29,15,542,24/09/2022
C004305,Nigeria,MTN Nigeria,75,25.25,23,798,17/10/2018
C004306,Nigeria,MTN Nigeria,60,14.35,15,597,17/01/2020
C004307,Ghana,Telecel Ghana,34,7.54,11,472,19/02/2022
C004308,Kenya,Airtel Kenya,54,13.57,18,817,03/07/2020
C004309,Pakistan,Jazz,41,11.36,17,645,13/08/2021
C004310,Ghana,Telecel Ghana,40,14.29,19,652,01/09/2021
C004311,Kenya,Safaricom,30,9.64,1,313,05/07/2022
C004312,Uganda,Airtel Uganda,17,9.3,14,532,05/08/2023
C004313,Nigeria,MTN Nigeria,48,24.04,16,779,03/01/2021
C004314,Uganda,Airtel Uganda,35,9.47,18,645,04/02/2022
C004315,Nigeria,MTN Nigeria,30,21.79,31,844,14/07/2022
C004316,Ghana,Telecel Ghana,27,7.11,3,323,19/09/2022
C004317,Pakistan,Zong,54,7.95,13,626,08/07/2020
C004318,Uganda,MTN Uganda,36,11.74,15,717,01/01/2022
C004319,Pakistan,Telenor Pakistan,55,11.29,19,641,28/05/2020
C004320,Kenya,Safaricom,12,11.1,19,597,17/12/2023
C004321,Uganda,Airtel Uganda,35,9.23,15,588,18/01/2022
C004322,Ghana,MTN Ghana,35,11.83,14,617,26/01/2022
C004323,Ghana,MTN Ghana,50,15.37,14,758,18/11/2020
C004324,Nigeria,Airtel Nigeria,38,19.36,16,606,04/11/2021
C004325,Nigeria,MTN Nigeria,42,16.58,17,695,06/07/2021
C004326,Ghana,MTN Ghana,26,11.81,11,552,05/11/2022
C004327,Nigeria,MTN Nigeria,41,15.78,26,687,11/08/2021
C004328,Uganda,MTN Uganda,45,6.59,2,451,05/04/2021
C004329,Uganda,MTN Uganda,45,11.58,18,822,10/04/2021
C004330,Pakistan,Telenor Pakistan,66,10.55,14,550,29/07/2019
C004331,Nigeria,Airtel Nigeria,20,17.53,11,523,25/04/2023
C004332,Pakistan,Jazz,43,8.15,15,647,04/06/2021
C004333,Nigeria,MTN Nigeria,29,13.38,9,409,22/07/2022
C004334,Kenya,Safaricom,13,10.28,7,361,05/12/2023
C004335,Uganda,Airtel Uganda,42,7.94,4,418,08/07/2021
C004336,Nigeria,Airtel Nigeria,33,11.89,8,466,21/03/2022
C004337,Nigeria,MTN Nigeria,38,15.34,19,669,11/11/2021
C004338,Nigeria,MTN Nigeria,72,21.11,24,794,11/01/2019
C004339,Kenya,Safaricom,27,17.53,21,679,04/10/2022
C004340,Uganda,MTN Uganda,32,8.75,16,661,12/05/2022
C004341,Nigeria,MTN Nigeria,48,17.71,19,648,01/01/2021
C004342,Nigeria,MTN Nigeria,50,21.29,21,629,31/10/2020
C004343,Ghana,Telecel Ghana,42,10.95,16,610,24/06/2021
C004344,Nigeria,MTN Nigeria,40,19.55,18,680,29/08/2021
C004345,Uganda,Airtel Uganda,36,11.63,17,647,08/01/2022
C004346,Pakistan,Telenor Pakistan,54,9.51,14,616,05/07/2020
C004347,Uganda,MTN Uganda,25,5.82,4,418,13/12/2022
C004348,Pakistan,Zong,31,10.24,19,706,06/06/2022
C004349,Kenya,Safaricom,45,19.57,29,881,16/04/2021
C004350,Uganda,MTN Uganda,73,9.32,19,781,19/12/2018
C004351,Nigeria,Airtel Nigeria,4,8.62,4,334,14/08/2024
C004352,Nigeria,MTN Nigeria,48,16.85,19,705,05/01/2021
C004353,Ghana,MTN Ghana,61,12.16,25,657,24/12/2019
C004354,Nigeria,Airtel Nigeria,23,11.82,7,330,31/01/2023
C004355,Pakistan,Telenor Pakistan,41,12.94,27,800,18/08/2021
C004356,Ghana,MTN Ghana,29,14.33,23,702,30/07/2022
C004357,Pakistan,Zong,54,9.91,8,474,04/07/2020
C004358,Kenya,Safaricom,37,19.06,30,805,11/12/2021
C004359,Kenya,Safaricom,22,12.68,13,528,26/02/2023
C004360,Uganda,MTN Uganda,45,7.11,17,637,27/03/2021
C004361,Nigeria,MTN Nigeria,28,14.63,8,535,11/09/2022
C004362,Kenya,Safaricom,40,10.86,12,546,22/08/2021
C004363,Ghana,Telecel Ghana,35,15.23,19,861,07/02/2022
C004364,Pakistan,Telenor Pakistan,32,11.81,14,586,08/05/2022
C004365,Uganda,Airtel Uganda,35,6.45,7,460,26/01/2022
C004366,Nigeria,MTN Nigeria,61,17.57,22,787,19/12/2019
